Number,Pathogen_Target,Latrine_ID,City,Depth,Depth_pathogen_presence,Top_from_same_latrine,Bottom_from_same_latrine,Middle_from_same_latrine,Top_Bot_combined_detections,Top_Mid_combined_detections,Bot_Mid_combined_detections,All_3_depths_detected,Only_2_depths_detected,Only_1_depth_detected,None_no_depths_detected,HH_population,shared_latrine,pit_type,ever_emptied,water_source,toilet_paper,latrine_age_years
11,TRTR_1,23,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
13,YERS_1,23,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
14,CDIF,23,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
15,EAEC,23,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
16,EPEC,23,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
17,ETEC,23,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
18,STEC,23,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
19,NORO,23,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
20,SAPV,23,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,no,compound,paper,1
21,CAMP,23,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,7,1,slab,no,compound,paper,1
12,VTOX_1,24,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
12,VTOX_1,24,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
12,VTOX_1,24,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
2,AD4X_1,24,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
3,ASLU_1,24,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
4,ASTR_1,24,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
5,CRPA_1,24,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,11,1,slab,no,compound,paper,2
6,EIES_1,24,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
7,ENHI_1,24,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
8,GIAR_1,24,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
9,ROTA_1,24,Mzuzu,Top,1,1,1,0,2,1,1,0,1,0,0,11,1,slab,no,compound,paper,2
10,SALS_1,24,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
11,TRTR_1,24,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
13,YERS_1,24,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
14,CDIF,24,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
15,EAEC,24,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
16,EPEC,24,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,11,1,slab,no,compound,paper,2
17,ETEC,24,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
18,STEC,24,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
19,NORO,24,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
20,SAPV,24,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
21,CAMP,24,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
2,AD4X_1,24,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
3,ASLU_1,24,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
4,ASTR_1,24,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
5,CRPA_1,24,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,11,1,slab,no,compound,paper,2
6,EIES_1,24,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
7,ENHI_1,24,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
8,GIAR_1,24,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
9,ROTA_1,24,Mzuzu,Middle,0,1,1,0,2,1,1,0,1,0,0,11,1,slab,no,compound,paper,2
10,SALS_1,24,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
11,TRTR_1,24,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
13,YERS_1,24,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
14,CDIF,24,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
15,EAEC,24,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
16,EPEC,24,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,11,1,slab,no,compound,paper,2
17,ETEC,24,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
18,STEC,24,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
19,NORO,24,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
20,SAPV,24,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
21,CAMP,24,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
2,AD4X_1,24,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
3,ASLU_1,24,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
4,ASTR_1,24,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
5,CRPA_1,24,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,11,1,slab,no,compound,paper,2
6,EIES_1,24,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
7,ENHI_1,24,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
8,GIAR_1,24,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
9,ROTA_1,24,Mzuzu,Bottom,1,1,1,0,2,1,1,0,1,0,0,11,1,slab,no,compound,paper,2
10,SALS_1,24,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
11,TRTR_1,24,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
13,YERS_1,24,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
14,CDIF,24,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
15,EAEC,24,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
16,EPEC,24,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,11,1,slab,no,compound,paper,2
17,ETEC,24,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
18,STEC,24,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
19,NORO,24,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
20,SAPV,24,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,11,1,slab,no,compound,paper,2
21,CAMP,24,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,11,1,slab,no,compound,paper,2
12,VTOX_1,25,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
12,VTOX_1,25,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
12,VTOX_1,25,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
2,AD4X_1,25,Mzuzu,Top,1,1,1,0,2,1,1,0,1,0,0,10,1,slab,no,compound,paper,3
3,ASLU_1,25,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,3
4,ASTR_1,25,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,3
5,CRPA_1,25,Mzuzu,Top,1,1,1,0,2,1,1,0,1,0,0,10,1,slab,no,compound,paper,3
6,EIES_1,25,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
7,ENHI_1,25,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
8,GIAR_1,25,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
9,ROTA_1,25,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,10,1,slab,no,compound,paper,3
10,SALS_1,25,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,3
11,TRTR_1,25,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
13,YERS_1,25,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
14,CDIF,25,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
15,EAEC,25,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
16,EPEC,25,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
17,ETEC,25,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
18,STEC,25,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
19,NORO,25,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
20,SAPV,25,Mzuzu,Top,0,0,1,0,1,0,1,0,0,1,0,10,1,slab,no,compound,paper,3
21,CAMP,25,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
2,AD4X_1,25,Mzuzu,Middle,0,1,1,0,2,1,1,0,1,0,0,10,1,slab,no,compound,paper,3
3,ASLU_1,25,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,3
4,ASTR_1,25,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,3
5,CRPA_1,25,Mzuzu,Middle,0,1,1,0,2,1,1,0,1,0,0,10,1,slab,no,compound,paper,3
6,EIES_1,25,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
7,ENHI_1,25,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
8,GIAR_1,25,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
9,ROTA_1,25,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,10,1,slab,no,compound,paper,3
10,SALS_1,25,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,3
11,TRTR_1,25,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
13,YERS_1,25,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
14,CDIF,25,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
15,EAEC,25,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
16,EPEC,25,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
17,ETEC,25,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
18,STEC,25,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
19,NORO,25,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
20,SAPV,25,Mzuzu,Middle,0,0,1,0,1,0,1,0,0,1,0,10,1,slab,no,compound,paper,3
21,CAMP,25,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
2,AD4X_1,25,Mzuzu,Bottom,1,1,1,0,2,1,1,0,1,0,0,10,1,slab,no,compound,paper,3
3,ASLU_1,25,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,3
4,ASTR_1,25,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,3
5,CRPA_1,25,Mzuzu,Bottom,1,1,1,0,2,1,1,0,1,0,0,10,1,slab,no,compound,paper,3
6,EIES_1,25,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
7,ENHI_1,25,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
8,GIAR_1,25,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
9,ROTA_1,25,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,10,1,slab,no,compound,paper,3
10,SALS_1,25,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,3
11,TRTR_1,25,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
13,YERS_1,25,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
14,CDIF,25,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
15,EAEC,25,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
16,EPEC,25,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
17,ETEC,25,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
18,STEC,25,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
19,NORO,25,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,3
20,SAPV,25,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,10,1,slab,no,compound,paper,3
21,CAMP,25,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,3
12,VTOX_1,26,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
12,VTOX_1,26,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
12,VTOX_1,26,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
2,AD4X_1,26,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,10,1,slab,no,compound,paper,0
3,ASLU_1,26,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
4,ASTR_1,26,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
5,CRPA_1,26,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
6,EIES_1,26,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,10,1,slab,no,compound,paper,0
7,ENHI_1,26,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
8,GIAR_1,26,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
9,ROTA_1,26,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
10,SALS_1,26,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
11,TRTR_1,26,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
13,YERS_1,26,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
14,CDIF,26,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
15,EAEC,26,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
16,EPEC,26,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
17,ETEC,26,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
18,STEC,26,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
19,NORO,26,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
20,SAPV,26,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
21,CAMP,26,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,0
2,AD4X_1,26,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,10,1,slab,no,compound,paper,0
3,ASLU_1,26,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
4,ASTR_1,26,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
5,CRPA_1,26,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
6,EIES_1,26,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,10,1,slab,no,compound,paper,0
7,ENHI_1,26,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
8,GIAR_1,26,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
9,ROTA_1,26,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
10,SALS_1,26,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
11,TRTR_1,26,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
13,YERS_1,26,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
14,CDIF,26,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
15,EAEC,26,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
16,EPEC,26,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
17,ETEC,26,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
18,STEC,26,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
19,NORO,26,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
20,SAPV,26,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
21,CAMP,26,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,0
2,AD4X_1,26,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,10,1,slab,no,compound,paper,0
3,ASLU_1,26,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
4,ASTR_1,26,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
5,CRPA_1,26,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
6,EIES_1,26,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,10,1,slab,no,compound,paper,0
7,ENHI_1,26,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
8,GIAR_1,26,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
9,ROTA_1,26,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
10,SALS_1,26,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
11,TRTR_1,26,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
13,YERS_1,26,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
14,CDIF,26,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
15,EAEC,26,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
16,EPEC,26,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
17,ETEC,26,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
18,STEC,26,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,10,1,slab,no,compound,paper,0
19,NORO,26,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
20,SAPV,26,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,10,1,slab,no,compound,paper,0
21,CAMP,26,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,10,1,slab,no,compound,paper,0
12,VTOX_1,27,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
12,VTOX_1,27,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
12,VTOX_1,27,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
2,AD4X_1,27,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
3,ASLU_1,27,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,18,1,slab,no,compound,paper,8
4,ASTR_1,27,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
5,CRPA_1,27,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,18,1,slab,no,compound,paper,8
6,EIES_1,27,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
7,ENHI_1,27,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
8,GIAR_1,27,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
9,ROTA_1,27,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,18,1,slab,no,compound,paper,8
10,SALS_1,27,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
11,TRTR_1,27,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
13,YERS_1,27,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
14,CDIF,27,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
15,EAEC,27,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
16,EPEC,27,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,18,1,slab,no,compound,paper,8
17,ETEC,27,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
18,STEC,27,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
19,NORO,27,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,18,1,slab,no,compound,paper,8
20,SAPV,27,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,18,1,slab,no,compound,paper,8
21,CAMP,27,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,18,1,slab,no,compound,paper,8
2,AD4X_1,27,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
3,ASLU_1,27,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,18,1,slab,no,compound,paper,8
4,ASTR_1,27,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
5,CRPA_1,27,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,18,1,slab,no,compound,paper,8
6,EIES_1,27,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
7,ENHI_1,27,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
8,GIAR_1,27,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
9,ROTA_1,27,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,18,1,slab,no,compound,paper,8
10,SALS_1,27,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
11,TRTR_1,27,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
13,YERS_1,27,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
14,CDIF,27,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
15,EAEC,27,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
16,EPEC,27,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,18,1,slab,no,compound,paper,8
17,ETEC,27,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,18,1,slab,no,compound,paper,8
18,STEC,27,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,18,1,slab,no,compound,paper,8
19,NORO,27,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,18,1,slab,no,compound,paper,8
20,SAPV,27,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,18,1,slab,no,compound,paper,8
